age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23,Private,33423,Some-college,3,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
40,Private,198270,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
19,Private,19914,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,33,Vietnam,>50K
46,Private,149949,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
38,Private,207772,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,1,China,>50K
20,Private,254146,Some-college,1,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,1902,30,United-States,>50K
23,Private,186720,Some-college,4,Never-married,Other-service,Own-child,White,Male,0,0,5,United-States,<=50K
19,Private,285060,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,594,0,20,United-States,<=50K
22,Local-gov,44064,11th,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
56,State-gov,93415,HS-grad,1,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
38,Private,289653,Bachelors,13,Divorced,Sales,Unmarried,White,Male,,0,45,United-States,>50K
40,Private,154033,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
34,Private,19914,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
41,Private,21906,10th,6,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,<=50K
20,Private,68678,10th,1,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,143554,11th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,5,United-States,<=50K
84,Self-emp-not-inc,277507,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,>50K
47,State-gov,31606,Doctorate,16,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,371,0,1,United-States,<=50K.
