age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23,Private,33423,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,23,United-States,<=50K
30,Private,198270,Some-college,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,214236,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Vietnam,<=50K.
46,Private,149949,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,249409,Doctorate,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,35,China,<=50K.
52,Private,254146,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
35,Private,186720,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,286560,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,594,0,20,United-States,<=50K
22,Local-gov,44064,11th,11,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
32,State-gov,93415,HS-grad,9,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,2407,0,40,United-States,<=50K
38,Private,289653,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,45,United-States,<=50K
40,Private,214236,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,15140,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,99374,10th,6,Never-married,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
22,Private,190137,10th,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,423594,11th,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,<=50K
84,Private,279461,Some-college,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,>50K
47,State-gov,4106,Doctorate,16,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K.
22,Private,195212,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,<=50K
41,Private,171351,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,Puerto-Rico,>50K.
31,Private,238816,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K
22,Federal-gov,294466,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
38,Private,214236,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,2042,40,United-States,<=50K.
22,Private,275691,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
30,Self-emp-not-inc,108933,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
57,Private,178154,10th,6,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,29658,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K.
56,Private,1g26z4,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,34,United-States,<=50K.
33,Local-gov,175509,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,259363,HS-grad,9,Separated,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
60,Private,99200,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K.
32,Private,178449,HS-grad,13,Married-civ-spouse,Tech-support,Not-in-family,White,Male,15024,0,50,United-States,<=50K.
24,Private,259363,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
38,Private,49231,HS-grad,11,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,36,United-States,<=50K
32,Self-emp-inc,343872,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Haiti,<=50K
28,Private,311288,Bachelors,7,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,50,United-States,<=50K.
25,Private,126094,Assoc-acdm,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,568490,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
36,Private,143123,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K.
25,Private,222853,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
25,Private,99146,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,192257,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,5,United-States,<=50K
21,Private,278254,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,99146,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K
